Address,City,CustomerID,CustomerFirstName,CustomerLastName,SquareFootage,SquareMeters,Acreage,AskingPrice,SalePrice,SaleDate
38495 Sycamore Drive,"Richmond, KY",521,mohamed,boyd,"2,909",270,1,401169.66,398120.77,10/9/2020
14445 Broad Street West,"Lexington, KY",56,denisse,vang,"9,167",852,22.1,2618824.54,2585303.59,12/14/2020
52013 Maple Avenue,"St. Matthews, KY",212,thalia,briggs,"1,217",113,0.4,180929.83,178469.18,10/2/2020
18501 Warren Avenue,"Nicholasville, KY",221,anderson,owen,"2,785",259,0.9,394648.79,388097.62,11/27/2020
15535 Jefferson Avenue,"Frankfort, KY",547,nadia,hodge,"1,393",129,0.2,165255.89,151737.96,11/3/2020
38028 Woodland Avenue,"Richmond, KY",520,denisse,boyd,"1,002",93,0.2,154313.25,139607.2,10/18/2020
77202 Lafayette Avenue,"Louieville, KY",537,efrain,casey,"1,531",142,23.5,1507731.75,1295895.44,10/5/2020
41913 Linda Lane,"Florence, KY",641,skyler,lucero,"1,562",145,0.4,189424.22,158055.57,11/23/2020
71830 Homestead Drive,"Richmond, KY",551,fisher,copeland,"1,362",127,0.7,207895.91,196815.06,11/9/2020
57398 Route 202,"Lexington, KY",14,beckham,combs,"1,032",96,0.3,145258.49,123426.14,10/15/2020
13760 Wood Street,"Jeffersontown, KY",683,salma,skinner,"1,553",144,0.3,208349.12,181680.43,12/22/2020
91190 Vine Street,"Jeffersontown, KY",100,reid,roy,"1,917",178,0.2,254652.95,225011.34,12/20/2020
82229 Morris Street,"Jeffersontown, KY",22,anderson,casey,"1,609",149,0.4,196072.83,190229.86,11/10/2020
96470 Elmwood Avenue,"Lexington, KY",226,dakota,peters,"9,134",849,0.8,1032935.66,842668.91,10/22/2020
89277 River Road,"Jeffersontown, KY",80,jaliyah,galloway,"2,846",264,0.6,369592.69,334296.58,10/12/2020
84735 5th Avenue,"St. Matthews, KY",336,josue,skinner,"4,287",398,0.7,608535.6,555836.42,12/17/2020
80535 5th Street South,"St. Matthews, KY",157,carly,stewart,"1,663",154,0.7,238038.37,221732.74,12/19/2020
74082 Chapel Street,"Jeffersontown, KY",112,shyanne,galloway,"2,758",256,0.2,304143.88,270779.29,10/16/2020
55528 Evergreen Drive,"Louieville, KY",291,taniya,george,"2,374",221,0.5,378778.45,311621.03,11/24/2020
72502 Summit Avenue,"Georgetown, KY",513,shyanne,mason,"1,596",148,0.8,277448.91,254892.31,11/2/2020
84545 Monroe Drive,"Lexington, KY",88,shyanne,banks,"1,412",131,0.2,174295.28,146408.03,12/29/2020
98970 Fawn Court,"Louieville, KY",57,beckham,copeland,"2,925",272,0.5,383238.08,355338.34,12/28/2020
68514 Bay Street,"Georgetown, KY",800,fisher,petersen,"1,490",138,0.2,227709.95,227345.61,10/13/2020
14323 Pheasant Run,"Florence, KY",107,denisse,stevenson,"2,476",230,16.8,1535212.56,1293416.58,10/9/2020
86036 Ann Street,"Richmond, KY",592,kamari,munoz,"2,445",227,0.7,396833.87,388778.15,11/2/2020
74042 9th Street,"Louieville, KY",668,reid,vincent,"2,094",195,0.9,299612.83,276872.22,10/11/2020
89902 8th Street West,"Covington, KY",628,abram,george,"7,935",737,0.6,1085728.58,935029.45,12/21/2020
44691 Mill Road,"Nicholasville, KY",44,taniya,peters,"2,789",259,0.5,412311.85,371369.28,11/11/2020
22472 4th Avenue,"Louieville, KY",644,carly,munoz,"2,846",264,0.7,450558.99,441637.93,11/2/2020
61147 Maiden Lane,"Lexington, KY",339,shyanne,hanson,"1,043",97,26.5,1969044.4,1831605.1,12/29/2020
57048 Brook Lane,"Lexington, KY",142,thalia,gibbs,"2,293",213,0.7,285252.99,254930.59,11/21/2020
79954 Country Lane,"Richmond, KY",566,fisher,banks,"2,527",235,0.7,407652.01,348909.35,12/7/2020
50745 Windsor Court,"Louieville, KY",667,salma,bernard,"2,009",187,1,306691.59,297797.53,10/29/2020
71634 East Avenue,"Georgetown, KY",633,mohamed,lucero,"1,716",159,0.2,223363.52,201429.22,10/30/2020
21063 Dogwood Drive,"Lexington, KY",596,jaliyah,stevenson,"1,613",150,0.6,254904.55,210704.1,10/3/2020
30160 Canterbury Drive,"Louieville, KY",452,taniya,copeland,"1,935",180,0.5,295969.76,252166.24,10/27/2020
81288 College Street,"St. Matthews, KY",664,carly,hodge,"5,097",474,24.9,2399134.99,2115317.32,10/27/2020
96977 Elm Avenue,"Louieville, KY",696,mohamed,vang,"4,549",423,1,581397.92,544595.43,12/5/2020
32965 Bayberry Drive,"Louieville, KY",160,skyler,hanson,"2,781",258,0.6,415711.19,345040.29,10/27/2020
27487 3rd Street,"Covington, KY",246,denisse,ray,"4,662",433,0.3,611098.85,593926.97,11/9/2020
77727 Sherman Street,"Covington, KY",490,triston,hutchinson,"2,703",251,0.6,302235.93,269382.89,12/9/2020
17831 West Street,"Louieville, KY",577,dakota,copeland,"1,129",105,0.4,191586.74,172064.05,12/20/2020
10932 Main Street East,"St. Matthews, KY",199,carly,lucero,"2,918",271,0.6,482972.92,423905.33,11/8/2020
70273 Magnolia Court,"Jeffersontown, KY",635,savion,stewart,"2,044",190,0.4,331100.56,270774.04,12/22/2020
20622 Prospect Street,"Covington, KY",123,fisher,george,"8,357",776,0.5,1070461.78,923915.56,10/6/2020
82870 Orchard Lane,"Louieville, KY",640,brylee,bernard,"2,372",220,0.7,322417.97,266800.87,12/18/2020
62021 Meadow Street,"Florence, KY",542,dakota,munoz,"5,529",514,0.3,683211.96,640716.17,10/7/2020
75857 New Street,"Jeffersontown, KY",101,efrain,hutchinson,"2,816",262,0.4,359337.43,352078.82,10/9/2020
12316 Park Place,"Richmond, KY",48,josue,boyd,"1,363",127,0.4,230070.07,226112.87,10/24/2020
84100 Westminster Drive,"Florence, KY",422,savion,mora,"2,889",268,0.9,341691.44,303011.97,11/21/2020
64573 Lilac Lane,"Florence, KY",68,triston,george,"2,826",263,0.5,373438.92,318954.18,11/29/2020
13420 King Street,"Frankfort, KY",368,pamela,skinner,"2,113",196,0.8,348037.19,282606.2,10/9/2020
27133 Fairview Avenue,"Richmond, KY",508,beckham,owen,"2,059",191,0.7,324923.97,297987.78,12/11/2020
48703 Shady Lane,"Jeffersontown, KY",495,carly,banks,"7,878",732,0.4,884419.06,799337.95,12/25/2020
84425 Country Club Drive,"Florence, KY",414,leandro,hanson,"2,436",226,0.1,303935.99,272387.43,10/12/2020
15600 Madison Street,"Covington, KY",102,taniya,stewart,"2,176",202,0.3,267665.03,220047.42,10/17/2020
42947 3rd Avenue,"Lexington, KY",300,mohamed,mcdonald,"1,276",119,0.4,189481.19,185123.12,11/27/2020
13946 North Avenue,"Louieville, KY",561,jaliyah,briggs,"2,657",247,0.3,322727.15,303783.06,10/13/2020
50685 Willow Avenue,"Georgetown, KY",675,ryland,carrillo,"2,048",190,0.2,309799.53,305617.24,11/1/2020
20623 River Road,"Florence, KY",324,thalia,stewart,"1,186",110,0.3,137118.94,128713.55,10/27/2020
18166 James Street,"Jeffersontown, KY",498,thalia,hanson,"1,352",126,0.4,187084.4,159582.99,11/1/2020
93422 Park Place,"Florence, KY",219,fisher,hodge,"6,162",572,1,881692.87,864852.53,11/4/2020
90872 John Street,"Louieville, KY",280,leandro,stevenson,"2,791",259,0.2,308935.81,284498.99,11/12/2020
61433 Hillcrest Avenue,"Erlanger, KY",634,beckham,banks,"2,834",263,0.3,401917.31,353647.04,10/2/2020
16954 Briarwood Court,"Jeffersontown, KY",91,savion,mcdonald,"9,004",836,0.6,1317408.64,1201081.46,11/6/2020
40104 Pine Street,"Lexington, KY",740,leandro,banks,"9,545",887,0.7,1440354.15,1229198.24,12/12/2020
46950 Front Street North,"St. Matthews, KY",735,fisher,lucero,"5,109",475,12.2,1461821.38,1351015.32,11/13/2020
11662 Maple Avenue,"Lexington, KY",790,abram,galloway,"1,716",159,0.1,221081.47,202068.46,10/27/2020
93933 Route 70,"Nicholasville, KY",332,reid,casey,"1,562",145,0.6,218095.87,216023.95,10/25/2020
82942 Church Street,"Lexington, KY",745,reid,petersen,"1,999",186,0.3,294402.23,285658.48,11/30/2020
44086 Highland Avenue,"Lexington, KY",778,skyler,owen,"7,803",725,0.2,1112964.02,1049747.67,10/7/2020
91505 Williams Street,"Jeffersontown, KY",267,triston,mcdonald,"1,104",103,1,205177.28,183674.7,12/6/2020
19699 Route 202,"Georgetown, KY",232,taniya,munoz,"1,525",142,0.5,236673.71,204202.07,10/25/2020
86961 Ivy Lane,"Richmond, KY",38,dakota,gibbs,"3,979",370,0.3,491858.55,466527.83,10/28/2020
75208 Linden Avenue,"Louieville, KY",595,josue,lucero,"7,506",697,0.7,822782.28,662997.96,11/1/2020
69228 School Street,"Richmond, KY",228,denisse,carrillo,"2,825",262,0.4,343178.63,302855.14,10/13/2020
57384 Canterbury Road,"Louieville, KY",316,thalia,mora,"2,188",203,0.2,311096.33,261756.45,10/17/2020
17215 Augusta Drive,"Jeffersontown, KY",494,dax,galloway,"1,962",182,2.7,365178.4,322342.98,12/11/2020
17062 Route 9,"Lexington, KY",259,carly,george,"4,939",459,0.8,797145.48,763984.23,11/18/2020
56576 Roberts Road,"Louieville, KY",746,efrain,peters,"2,622",244,29.6,2624476.42,2190388.02,10/29/2020
11069 Belmont Avenue,"Nicholasville, KY",24,josue,carrillo,"1,954",182,0.2,306562.05,292950.69,11/5/2020
26255 Street Road,"Louieville, KY",484,denisse,mason,"1,465",136,0.7,269343.24,239284.54,12/20/2020
28422 Magnolia Drive,"Florence, KY",519,carly,hanson,"2,549",237,27.3,1813999.88,1602306.09,10/27/2020
89296 Devon Court,"Lexington, KY",119,taniya,carrillo,"2,500",232,26.4,2265672.46,1919024.58,12/5/2020
12555 Franklin Court,"Frankfort, KY",510,salma,mason,"1,124",104,0.6,196374.11,194508.55,10/31/2020
45665 Garfield Avenue,"Florence, KY",268,savion,galloway,"2,284",212,0.8,400255.7,380763.25,10/31/2020
86771 8th Street South,"Erlanger, KY",431,dax,casey,"1,444",134,0.3,237716.04,199253.58,10/31/2020
14140 College Street,"St. Matthews, KY",385,anderson,vincent,"2,910",270,0.1,316084.13,270884.1,11/11/2020
76683 Route 64,"Florence, KY",197,triston,ray,"1,535",143,0.3,236514.63,214305.91,11/10/2020
49029 Eagle Street,"Louieville, KY",213,shyanne,mcdonald,"8,545",794,0.5,889193.15,872920.92,11/19/2020
15173 Hamilton Street,"Frankfort, KY",777,reid,stevenson,"1,724",160,0.7,268857.53,235062.14,12/22/2020
61840 Lafayette Avenue,"Georgetown, KY",113,josue,coleman,"2,645",246,0.5,421453.9,376274.04,11/13/2020
18487 Bridle Court,"Covington, KY",15,salma,munoz,"1,773",165,0.4,213813.13,213043.4,10/25/2020
23942 Colonial Avenue,"Florence, KY",42,dakota,hodge,"1,189",110,0.7,202690.96,189657.93,12/28/2020
32199 York Road,"St. Matthews, KY",652,mekhi,hutchinson,"2,596",241,0.7,352966.36,310645.7,11/17/2020
14044 Madison Court,"Jeffersontown, KY",388,salma,mcdonald,"2,434",226,0.7,351059.85,288887.15,11/22/2020
10426 Route 29,"Louieville, KY",177,leandro,mora,"2,589",241,0.7,363242.05,314240.69,12/7/2020
37721 Forest Street,"Lexington, KY",798,dax,gibbs,"2,656",247,0.2,360635.94,353026.52,12/7/2020
99334 Somerset Drive,"Georgetown, KY",733,beckham,stevenson,"7,777",723,0.2,995574.11,860176.03,11/19/2020
53853 Sycamore Lane,"Erlanger, KY",227,brylee,briggs,"8,698",808,0.4,1281629.5,1279578.89,11/12/2020
26120 Deerfield Drive,"Lexington, KY",406,beckham,carrillo,"2,663",247,0.5,304837.63,284626.89,11/16/2020
76370 Fawn Court,"Louieville, KY",657,josue,george,"2,597",241,0.8,363670.29,363342.99,10/2/2020
58351 Sherwood Drive,"Florence, KY",155,laila,vincent,"3,643",338,17.4,1342330.48,1178163.47,11/21/2020
17799 West Street,"Georgetown, KY",156,shyanne,roy,"2,162",201,0.3,245919.17,236869.34,10/24/2020
64894 Front Street,"Louieville, KY",715,leandro,ray,"2,497",232,0.5,364661.71,340375.24,11/1/2020
78539 Primrose Lane,"Louieville, KY",728,jaliyah,gibbs,"2,957",275,5.8,806429.26,692642.09,10/21/2020
46237 Lantern Lane,"Florence, KY",139,josue,gibbs,"7,313",679,0.7,1065316.72,999906.27,10/12/2020
88343 Essex Court,"Covington, KY",515,efrain,combs,"1,073",100,0.6,191663.26,163948.75,12/26/2020
16167 Chestnut Avenue,"St. Matthews, KY",780,leandro,copeland,"2,119",197,0.9,322328.77,264728.62,12/11/2020
57209 Buckingham Drive,"Covington, KY",314,laila,vang,"1,603",149,0.9,257344.95,256109.7,10/16/2020
26841 Chapel Street,"Lexington, KY",351,brylee,carrillo,"2,533",235,0.5,403902.23,378456.38,10/7/2020
43262 Jefferson Court,"Louieville, KY",354,beckham,ray,"9,190",854,0.1,1275281.37,1211262.24,12/11/2020
86307 Madison Street,"Florence, KY",400,savion,vang,"2,682",249,0.8,336112.88,297896.84,12/5/2020
15248 Fieldstone Drive,"Florence, KY",671,salma,coleman,"9,542",886,0.5,1432732.76,1224843.23,11/27/2020
22679 Sheffield Drive,"Louieville, KY",505,beckham,casey,"2,460",229,0.5,321971.73,279761.23,11/7/2020
37674 Windsor Court,"Frankfort, KY",629,skyler,ray,"2,971",276,0.6,472306.76,444110.04,11/4/2020
61866 4th Street,"Jeffersontown, KY",254,samara,coleman,"2,598",241,0.7,329027.81,305601.03,12/24/2020
83895 11th Street,"St. Matthews, KY",534,taniya,briggs,"2,123",197,1,294238.71,246601.46,11/5/2020
71400 Route 41,"Louieville, KY",375,esperanza,boyd,"1,292",120,26.1,1690015.85,1378714.93,12/29/2020
70835 Park Street,"Erlanger, KY",323,carly,peters,"2,236",208,0.6,342714.4,287057.58,11/25/2020
67496 Lilac Lane,"Jeffersontown, KY",509,laila,munoz,"1,984",184,0.3,281544.04,267889.15,12/10/2020
52957 Clark Street,"Louieville, KY",692,skyler,hutchinson,"1,010",94,0.1,155690.34,145383.64,12/19/2020
20745 Elm Street,"Georgetown, KY",181,pamela,banks,"2,109",196,0.2,303343.5,299036.02,10/1/2020
18397 Locust Lane,"St. Matthews, KY",302,thalia,copeland,"1,805",168,0.2,191021.77,164355.13,12/26/2020
73492 Spruce Avenue,"Nicholasville, KY",731,ryland,coleman,"8,336",774,0.2,1050272.03,922663.98,10/29/2020
43895 Franklin Avenue,"Louieville, KY",292,skyler,skinner,"2,152",200,0.8,291873.19,259504.45,12/9/2020
39803 Cedar Avenue,"Florence, KY",231,laila,petersen,"1,635",152,0.7,228291.28,183683.16,11/18/2020
67163 Route 100,"Louieville, KY",378,dax,vincent,"2,335",217,0.9,290805.04,240931.98,11/24/2020
86696 Wood Street,"Erlanger, KY",240,salma,carrillo,"1,766",164,1,285521.45,270731.43,10/26/2020
41352 Catherine Street,"Covington, KY",486,jaliyah,mcdonald,"2,808",261,0.6,320412.9,304584.5,12/12/2020
19568 Hillcrest Drive,"Covington, KY",198,carly,combs,"1,019",95,0.2,135926.1,116135.26,10/3/2020
96675 Mulberry Lane,"Covington, KY",612,taniya,skinner,"2,786",259,0.3,435300.04,388069.98,11/18/2020
47006 2nd Street West,"Covington, KY",186,kamari,briggs,"7,315",680,0.9,1096488.1,988374.37,10/29/2020
92797 Oxford Road,"Lexington, KY",670,dax,mcdonald,"2,607",242,0.6,373390.74,362002.32,10/27/2020
29725 Green Street,"Lexington, KY",241,kamari,skinner,"2,970",276,0.2,430686.35,371208.57,11/11/2020
25710 Delaware Avenue,"Louieville, KY",481,mohamed,ray,"1,312",122,0.1,201328.99,173485.19,12/12/2020
60279 Highland Drive,"Florence, KY",282,beckham,mcdonald,"4,772",443,0.7,674743.02,563747.79,10/16/2020
92287 Main Street South,"Georgetown, KY",548,savion,hodge,"2,967",276,0.6,350634.9,295059.27,12/9/2020
77456 Church Street North,"Lexington, KY",532,nadia,copeland,"2,672",248,0.9,380809.41,338158.76,11/10/2020
72851 William Street,"Florence, KY",636,efrain,vincent,"2,051",191,23.1,1566799.54,1488302.88,12/18/2020
12642 Grove Avenue,"Covington, KY",350,pamela,carrillo,"2,336",217,0.7,292129.74,273579.5,12/3/2020
98722 Eagle Road,"Georgetown, KY",108,esperanza,hodge,"2,622",244,0.1,396477.9,348464.43,11/5/2020
15208 Monroe Street,"Louieville, KY",98,kamari,mason,"2,281",212,0.4,345473.2,343434.91,11/23/2020
94986 Colonial Drive,"Lexington, KY",7,reid,stewart,"2,069",192,0.2,266858.28,259839.9,11/24/2020
32805 Madison Avenue,"Louieville, KY",367,josue,roy,"1,053",98,0.6,193338.58,156894.25,10/25/2020
24872 8th Street West,"Georgetown, KY",105,shyanne,mora,"1,684",156,0.5,239023.12,210388.15,10/9/2020
41865 Valley View Drive,"Frankfort, KY",61,savion,coleman,"2,115",196,0.8,259696.09,237414.16,12/5/2020
55890 Manor Drive,"Nicholasville, KY",344,fisher,vang,"1,189",110,0.2,155283,147829.41,10/19/2020
97812 Mulberry Court,"Lexington, KY",140,abram,mcdonald,"2,078",193,0.4,285747,271573.95,12/14/2020
65544 Grand Avenue,"Lexington, KY",386,triston,briggs,"2,632",245,0.3,401391.64,354910.49,10/1/2020
92344 Redwood Drive,"Lexington, KY",152,kamari,lucero,"2,133",198,0.2,235213.2,196685.28,11/25/2020
59377 Marshall Street,"Louieville, KY",210,taniya,hanson,"1,590",148,0.3,198522.76,168307.6,12/23/2020
